X,Y,Z
2.352067873037386,0.0,-2.1292794550948173
2.332757428312962,0.3007757636933339,-2.1292794550948173
2.2751431711081995,0.5966127976622181,-2.1292794550948173
2.180171125933568,0.8826534659877397,-2.1292794550948173
2.049400731145192,1.1542009888040148,-2.1292794550948173
1.8849792330101527,1.4067965632937367,-2.1292794550948173
1.6896064279821508,1.6362925771071657,-2.1292794550948173
1.4664903321183727,1.838920712042245,-2.1292794550948173
1.2192945055445246,2.0113538197252976,-2.1292794550948173
0.9520778968988516,2.150760553295339,-2.1292794550948173
0.6692281955077135,2.2548518580412553,-2.1292794550948173
0.3753897856481505,2.321918557616879,-2.1292794550948173
0.07538748588645613,2.350859418669337,-2.1292794550948173
-0.22585267430929432,2.3411992330602605,-2.1292794550948173
-0.5233843398369209,2.293096620770281,-2.1292794550948173
-0.8123220489741657,2.2073414253633317,-2.1292794550948173
-1.08792145252511,2.085341744777164,-2.1292794550948173
-1.345657215902804,1.9291008103941396,-2.1292794550948173
-1.5812973249980757,1.741184094037314,-2.1292794550948173
-1.7909725757342034,1.5246771829940284,-2.1292794550948173
-1.9712401062908846,1.2831351147579564,-2.1292794550948173
-2.119139928800144,1.020524003411743,-2.1292794550948173
-2.232243532265291,0.7411559161434188,-2.1292794550948173
-2.3086937586443446,0.4496180692223807,-2.1292794550948173
-2.347235297333742,0.1506975060350736,-2.1292794550948173
-2.347235297333742,-0.15069750603507198,-2.1292794550948173
-2.308693758644345,-0.4496180692223791,-2.1292794550948173
-2.2322435322652914,-0.7411559161434172,-2.1292794550948173
-2.1191399288001445,-1.0205240034117427,-2.1292794550948173
-1.9712401062908853,-1.2831351147579553,-2.1292794550948173
-1.7909725757342043,-1.524677182994027,-2.1292794550948173
-1.5812973249980768,-1.741184094037313,-2.1292794550948173
-1.3456572159028053,-1.9291008103941387,-2.1292794550948173
-1.0879214525251106,-2.0853417447771636,-2.1292794550948173
-0.8123220489741673,-2.2073414253633312,-2.1292794550948173
-0.5233843398369215,-2.293096620770281,-2.1292794550948173
-0.22585267430929643,-2.3411992330602605,-2.1292794550948173
0.07538748588645502,-2.350859418669337,-2.1292794550948173
0.3753897856481484,-2.3219185576168795,-2.1292794550948173
0.669228195507712,-2.2548518580412558,-2.1292794550948173
0.9520778968988491,-2.1507605532953398,-2.1292794550948173
1.219294505544523,-2.0113538197252985,-2.1292794550948173
1.4664903321183722,-1.8389207120422453,-2.1292794550948173
1.6896064279821492,-1.636292577107167,-2.1292794550948173
1.884979233010152,-1.4067965632937374,-2.1292794550948173
2.049400731145191,-1.1542009888040168,-2.1292794550948173
2.1801711259335677,-0.8826534659877409,-2.1292794550948173
2.2751431711081986,-0.5966127976622204,-2.1292794550948173
2.332757428312962,-0.3007757636933354,-2.1292794550948173
2.352067873037386,-5.760904784185115e-16,-2.1292794550948173
2.1440331672988213,0.0,-1.8968959171540418
2.1264306846327963,0.2741728759916149,-1.8968959171540418
2.0739122689134497,0.5438438409393657,-1.8968959171540418
1.987340271074944,0.8045849050542666,-1.8968959171540418
1.868136200928375,1.0521147072721269,-1.8968959171540418
1.7182573860099752,1.28236881508386,-1.8968959171540418
1.540164832317081,1.4915664624049154,-1.8968959171540418
1.3367828146576952,1.676272629649863,-1.8968959171540418
1.1114508601389859,1.8334544466590175,-1.8968959171540418
0.867868913224512,1.9605309923426153,-1.8968959171540418
0.6100365827484228,2.0554156733337523,-1.8968959171540418
0.3421874684489757,2.1165504857937822,-1.8968959171540418
0.06871964537788004,2.142931597792275,-1.8968959171540418
-0.20587655237046323,2.134125832199561,-1.8968959171540418
-0.4770922628206485,2.0902777794432224,-1.8968959171540418
-0.7404741315052457,2.012107423337275,-1.8968959171540418
-0.9916974354220391,1.9008983189678414,-1.8968959171540418
-1.2266370948661582,1.7584765167541268,-1.8968959171540418
-1.441435407124788,1.5871805787510167,-1.8968959171540418
-1.6325653898490613,1.3898231795247906,-1.8968959171540418
-1.7968886940067192,1.169644922114503,-1.8968959171540418
-1.9317071354864568,0.9302611274196738,-1.8968959171540418
-2.034806999206433,0.6756024707310714,-1.8968959171540418
-2.1044953882547146,0.4098504401511031,-1.8968959171540418
-2.13962802120977,0.1373686766747808,-1.8968959171540418
-2.13962802120977,-0.13736867667477937,-1.8968959171540418
-2.104495388254715,-0.4098504401511017,-1.8968959171540418
-2.0348069992064333,-0.6756024707310699,-1.8968959171540418
-1.931707135486457,-0.9302611274196734,-1.8968959171540418
-1.7968886940067201,-1.1696449221145018,-1.8968959171540418
-1.6325653898490622,-1.3898231795247895,-1.8968959171540418
-1.4414354071247888,-1.5871805787510158,-1.8968959171540418
-1.2266370948661593,-1.758476516754126,-1.8968959171540418
-0.9916974354220396,-1.9008983189678412,-1.8968959171540418
-0.7404741315052471,-2.0121074233372744,-1.8968959171540418
-0.477092262820649,-2.0902777794432224,-1.8968959171540418
-0.20587655237046515,-2.1341258321995604,-1.8968959171540418
0.06871964537787903,-2.142931597792275,-1.8968959171540418
0.34218746844897374,-2.1165504857937827,-1.8968959171540418
0.6100365827484213,-2.0554156733337527,-1.8968959171540418
0.8678689132245098,-1.9605309923426162,-1.8968959171540418
1.1114508601389843,-1.8334544466590181,-1.8968959171540418
1.3367828146576946,-1.6762726296498631,-1.8968959171540418
1.5401648323170796,-1.4915664624049165,-1.8968959171540418
1.7182573860099746,-1.2823688150838606,-1.8968959171540418
1.8681362009283742,-1.0521147072721286,-1.8968959171540418
1.9873402710749437,-0.8045849050542677,-1.8968959171540418
2.0739122689134493,-0.5438438409393678,-1.8968959171540418
2.126430684632796,-0.2741728759916162,-1.8968959171540418
2.1440331672988213,-5.251366711196527e-16,-1.8968959171540418
1.9589633997257898,0.0,-1.68483020736458
1.9428803372932744,0.2505066794007644,-1.68483020736458
1.8948952334362295,0.49690004605139915,-1.68483020736458
1.8157960022333677,0.7351343276834132,-1.68483020736458
1.7068814508742245,0.9612977239787511,-1.68483020736458
1.569939953281011,1.1716766382228678,-1.68483020736458
1.4072200850582564,1.3628166544601146,-1.68483020736458
1.221393701943544,1.531579258908226,-1.68483020736458
1.0155120680101701,1.6751933742678582,-1.68483020736458
0.7929557539954158,1.7913008607352328,-1.68483020736458
